,Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
9196,Y,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,Q,G,Y,100.0,N,N,,SKOR,N
9197,Y,SKT,"Tanger Factory Outlet Centers, Inc. Common Stock",N, ,N,100.0,N,,SKT,SKT,N
9198,Y,SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SKWD,N
9199,Y,SKX,"Skechers U.S.A., Inc. Common Stock",N, ,N,100.0,N,,SKX,SKX,N
9200,Y,SKY,Skyline Champion Corporation Common Stock,N, ,N,100.0,N,,SKY,SKY,N
9201,Y,SKYH,Sky Harbour Group Corporation Class A Common Stock,A, ,N,100.0,N,,SKYH,SKYH,N
9203,Y,SKYT,"SkyWater Technology, Inc. - Common Stock",Q,S,N,100.0,N,N,,SKYT,N
9204,Y,SKYU,ProShares Ultra Cloud Computing,Q,G,Y,100.0,N,N,,SKYU,N
9205,Y,SKYW,"SkyWest, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SKYW,N
9206,Y,SKYX,SKYX Platforms Corp. - Common Stock,Q,S,N,100.0,N,N,,SKYX,N
9207,Y,SKYY,First Trust Cloud Computing ETF,Q,G,Y,100.0,N,N,,SKYY,N
9208,Y,SLAB,"Silicon Laboratories, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SLAB,N
9209,Y,SLAC,Social Leverage Acquisition Corp I - Common stock,Q,G,N,100.0,N,D,,SLAC,N
9210,Y,SLACU,Social Leverage Acquisition Corp I - Unit,Q,G,N,100.0,N,D,,SLACU,N
9211,Y,SLACW,Social Leverage Acquisition Corp I - Warrant,Q,G,N,100.0,N,D,,SLACW,N
9212,Y,SLAM,Slam Corp. - Class A Ordinary Share,Q,S,N,100.0,N,N,,SLAM,N
9213,Y,SLAMU,Slam Corp. - Unit,Q,S,N,100.0,N,N,,SLAMU,N
9214,Y,SLAMW,Slam Corp. - warrant,Q,S,N,100.0,N,N,,SLAMW,N
9215,Y,SLB,Schlumberger N.V. Common Stock,N, ,N,100.0,N,,SLB,SLB,N
9216,Y,SLCA,"U.S. Silica Holdings, Inc. Common Stock",N, ,N,100.0,N,,SLCA,SLCA,N
9217,Y,SLDB,Solid Biosciences Inc. - Common Stock,Q,Q,N,100.0,N,N,,SLDB,N
9218,Y,SLDP,"Solid Power, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,SLDP,N
9219,Y,SLDPW,"Solid Power, Inc. - Warrant",Q,Q,N,100.0,N,N,,SLDPW,N
9220,Y,SLF,Sun Life Financial Inc. Common Stock,N, ,N,100.0,N,,SLF,SLF,N
9221,Y,SLG,SL Green Realty Corp Common Stock,N, ,N,100.0,N,,SLG,SLG,N
9223,Y,SLGC,"SomaLogic, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,SLGC,N
9224,Y,SLGCW,"SomaLogic, Inc. - Warrant",Q,G,N,100.0,N,N,,SLGCW,N
9225,Y,SLGG,"Super League Gaming, Inc. - Common Stock",Q,S,N,100.0,N,D,,SLGG,N
9226,Y,SLGL,Sol-Gel Technologies Ltd. - Common Stock,Q,G,N,100.0,N,N,,SLGL,N
9227,Y,SLGN,Silgan Holdings Inc. Common Stock,N, ,N,100.0,N,,SLGN,SLGN,N
9228,Y,SLI,Standard Lithium Ltd. Common Shares,A, ,N,100.0,N,,SLI,SLI,N
9229,Y,SLM,SLM Corporation - Common Stock,Q,Q,N,100.0,N,N,,SLM,N
9230,Y,SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,Q,N,100.0,N,N,,SLMBP,N
9231,Y,SLN,Silence Therapeutics Plc - American Depository Share,Q,G,N,100.0,N,N,,SLN,N
9232,Y,SLNA,Selina Hospitality PLC - Ordinary Shares,Q,G,N,100.0,N,N,,SLNA,N
9233,Y,SLNAW,Selina Hospitality PLC - Warrant,Q,S,N,100.0,N,N,,SLNAW,N
9234,Y,SLND,"Southland Holdings, Inc. Common Stock",A, ,N,100.0,N,,SLND,SLND,N
9236,Y,SLNG,"Stabilis Solutions, Inc. - Common Stock",Q,S,N,100.0,N,N,,SLNG,N
9237,Y,SLNH,"Soluna Holdings, Inc. - Common Stock",Q,S,N,100.0,N,D,,SLNH,N
9238,Y,SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",Q,S,N,100.0,N,N,,SLNHP,N
9239,Y,SLNO,"Soleno Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,SLNO,N
9240,Y,SLP,"Simulations Plus, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SLP,N
9241,Y,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,Q,G,Y,100.0,N,N,,SLQD,N
9242,Y,SLQT,"SelectQuote, Inc. Common Stock",N, ,N,100.0,N,,SLQT,SLQT,N
9243,Y,SLRC,SLR Investment Corp. - Closed End Fund,Q,Q,N,100.0,N,N,,SLRC,N
9244,Y,SLRN,"ACELYRIN, INC. - Common Stock",Q,Q,N,100.0,N,N,,SLRN,N
9245,Y,SLRX,"Salarius Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,SLRX,N
9246,Y,SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",Q,S,N,100.0,N,N,,SLS,N
9247,Y,SLV,iShares Silver Trust,P, ,Y,100.0,N,,SLV,SLV,N
9248,Y,SLVM,Sylvamo Corporation Common Stock,N, ,N,100.0,N,,SLVM,SLVM,N
9249,Y,SLVO,"Credit Suisse X-Links Silver Shares Covered Call ETNs due April 21, 2033",Q,G,N,100.0,N,N,,SLVO,N
9250,Y,SLVP,iShares MSCI Global Silver Miners Fund,Z, ,Y,100.0,N,,SLVP,SLVP,N
9251,Y,SLVR,SilverSPAC Inc. - Class A Ordinary Share,Q,S,N,100.0,N,N,,SLVR,N
9252,Y,SLVRU,SilverSPAC Inc. - Unit,Q,S,N,100.0,N,N,,SLVRU,N
9253,Y,SLVRW,SilverSPAC Inc. - Warrant,Q,S,N,100.0,N,N,,SLVRW,N
9254,Y,SLX,VanEck Steel ETF,P, ,Y,100.0,N,,SLX,SLX,N
9255,Y,SLYG,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),P, ,Y,100.0,N,,SLYG,SLYG,N
9256,Y,SLYV,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,P, ,Y,100.0,N,,SLYV,SLYV,N
9257,Y,SM,SM Energy Company Common Stock,N, ,N,100.0,N,,SM,SM,N
9258,Y,SMAP,SportsMap Tech Acquisition Corp. - Common Stock,Q,G,N,100.0,N,N,,SMAP,N
9259,Y,SMAPU,SportsMap Tech Acquisition Corp. - Units,Q,G,N,100.0,N,N,,SMAPU,N
9260,Y,SMAPW,SportsMap Tech Acquisition Corp. - Warrants,Q,G,N,100.0,N,N,,SMAPW,N
9261,Y,SMAR,Smartsheet Inc. Class A Common Stock,N, ,N,100.0,N,,SMAR,SMAR,N
9262,Y,SMAY,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Small Cap Moderate Buffer ETF - May,Z, ,Y,100.0,N,,SMAY,SMAY,N
9263,Y,SMB,VanEck ETF Trust VanEck Short Muni ETF,Z, ,Y,100.0,N,,SMB,SMB,N
9264,Y,SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,SMBC,N
9265,Y,SMBK,"SmartFinancial, Inc. - Common Stock",Q,S,N,100.0,N,N,,SMBK,N
9266,Y,SMCI,"Super Micro Computer, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SMCI,N
9267,Y,SMCP,AlphaMark Actively Managed Small Cap ETF,Q,G,Y,100.0,N,N,,SMCP,N
9268,Y,SMDD,UltraPro Short MidCap400,P, ,Y,100.0,N,,SMDD,SMDD,N
9269,Y,SMDV,ProShares Russell 2000 Dividend Growers ETF,Z, ,Y,100.0,N,,SMDV,SMDV,N
9270,Y,SMDY,Syntax Stratified MidCap ETF,P, ,Y,100.0,N,,SMDY,SMDY,N
9271,Y,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N, ,N,100.0,N,,SMFG,SMFG,N
9272,Y,SMFL,"Smart for Life, Inc. - Common Stock",Q,S,N,100.0,N,N,,SMFL,N
9273,Y,SMG,Scotts Miracle-Gro Company (The) Common Stock,N, ,N,100.0,N,,SMG,SMG,N
9274,Y,SMH,VanEck Semiconductor ETF,Q,G,Y,100.0,N,N,,SMH,N
9275,Y,SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,P, ,N,100.0,N,,SMHB,SMHB,N
9276,Y,SMHI,SEACOR Marine Holdings Inc. Common Stock ,N, ,N,100.0,N,,SMHI,SMHI,N
9277,Y,SMI,VanEck HIP Sustainable Muni ETF,Z, ,Y,100.0,N,,SMI,SMI,N
9278,Y,SMID,Smith-Midland Corporation - Common Stock,Q,S,N,100.0,N,E,,SMID,N
9279,Y,SMIG,ETF Series Solutions AAM Bahl & Gaynor Small/Mid Cap Income Growth ETF,P, ,Y,100.0,N,,SMIG,SMIG,N
9280,Y,SMIN,Ishares MSCI India Small Cap ETF,Z, ,Y,100.0,N,,SMIN,SMIN,N
9281,Y,SMLE,Xtrackers S&P SmallCap 600 ESG ETF,P, ,Y,100.0,N,,SMLE,SMLE,N
9282,Y,SMLF,iShares U.S. Small?Cap Equity Factor ETF,P, ,Y,100.0,N,,SMLF,SMLF,N
9283,Y,SMLP,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests",N, ,N,100.0,N,,SMLP,SMLP,N
9284,Y,SMLR,"Semler Scientific, Inc. - Common Stock",Q,S,N,100.0,N,N,,SMLR,N
9285,Y,SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,P, ,Y,100.0,N,,SMLV,SMLV,N
9286,Y,SMMD,iShares Trust iShares Russell 2500 ETF,Z, ,Y,100.0,N,,SMMD,SMMD,N
9287,Y,SMMF,"Summit Financial Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SMMF,N
9288,Y,SMMT,Summit Therapeutics Inc.  - Common Stock,Q,G,N,100.0,N,N,,SMMT,N
9289,Y,SMMU,Short Term Municipal Bond Active Exchange-Traded Fund,P, ,Y,100.0,N,,SMMU,SMMU,N
9290,Y,SMMV,iShares MSCI USA Small-Cap Min Vol Factor ETF,Z, ,Y,100.0,N,,SMMV,SMMV,N
9291,Y,SMN,ProShares UltraShort Materials,P, ,Y,100.0,N,,SMN,SMN,N
9292,Y,SMOG,VanEck Low Carbon Energy ETF,P, ,Y,100.0,N,,SMOG,SMOG,N
9293,Y,SMOT,VanEck ETF Trust VanEck Morningstar SMID Moat ETF,Z, ,Y,100.0,N,,SMOT,SMOT,N
9294,Y,SMP,"Standard Motor Products, Inc. Common Stock",N, ,N,100.0,N,,SMP,SMP,N
9295,Y,SMPL,The Simply Good Foods Company - Common Stock,Q,S,N,100.0,N,N,,SMPL,N
9296,Y,SMR,NuScale Power Corporation Class A Common Stock,N, ,N,100.0,N,,SMR,SMR,N
9298,Y,SMRT,"SmartRent, Inc. Class A Common Stock",N, ,N,100.0,N,,SMRT,SMRT,N
9299,Y,SMSI,"Smith Micro Software, Inc. - Common Stock",Q,S,N,100.0,N,N,,SMSI,N
9300,Y,SMTC,Semtech Corporation - Common Stock,Q,Q,N,100.0,N,N,,SMTC,N
9301,Y,SMTI,Sanara MedTech Inc. - Common Stock,Q,S,N,100.0,N,N,,SMTI,N
9302,Y,SMWB,Similarweb Ltd. Ordinary Shares,N, ,N,100.0,N,,SMWB,SMWB,N
9303,Y,SMX,SMX (Security Matters) Public Limited Company - Class A Ordinary Shares,Q,G,N,100.0,N,D,,SMX,N
9304,Y,SMXWW,SMX (Security Matters) Public Limited Company - Warrant,Q,S,N,100.0,N,N,,SMXWW,N
9305,Y,SN,"SharkNinja, Inc. Ordinary Shares",N, ,N,100.0,N,,SN,SN,N
9306,Y,SNA,Snap-On Incorporated Common Stock,N, ,N,100.0,N,,SNA,SNA,N
9307,Y,SNAL,"Snail, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,SNAL,N
9308,Y,SNAP,Snap Inc. Class A Common Stock,N, ,N,100.0,N,,SNAP,SNAP,N
9309,Y,SNAV,Collaborative Investment Series Trust Mohr Sector Nav ETF,Z, ,Y,100.0,N,,SNAV,SNAV,N
9310,Y,SNAX,"Stryve Foods, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,SNAX,N
9311,Y,SNAXW,"Stryve Foods, Inc. - Warrant",Q,S,N,100.0,N,N,,SNAXW,N
9312,Y,SNBR,Sleep Number Corporation - Common Stock,Q,Q,N,100.0,N,N,,SNBR,N
9313,Y,SNCE,"Science 37 Holdings, Inc. - Common Stock",Q,S,N,100.0,N,D,,SNCE,N
9314,Y,SNCR,"Synchronoss Technologies, Inc. - Common Stock",Q,S,N,100.0,N,D,,SNCR,N
9315,Y,SNCRL,"Synchronoss Technologies, Inc. - 8.375% Senior Notes due 2026",Q,G,N,100.0,N,N,,SNCRL,N
9316,Y,SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SNCY,N
9317,Y,SND,"Smart Sand, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SND,N
9318,Y,SNDA,"Sonida Senior Living, Inc. Common Stock",N, ,N,100.0,N,,SNDA,SNDA,N
9319,Y,SNDL,SNDL Inc. - Common Shares,Q,S,N,100.0,N,N,,SNDL,N
9320,Y,SNDR,"Schneider National, Inc. Common Stock",N, ,N,100.0,N,,SNDR,SNDR,N
9321,Y,SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SNDX,N
9322,Y,SNES,"SenesTech, Inc. - Common Stock",Q,S,N,100.0,N,D,,SNES,N
9323,Y,SNEX,StoneX Group Inc. - Common Stock,Q,Q,N,100.0,N,N,,SNEX,N
9324,Y,SNFCA,Security National Financial Corporation - Class A Common Stock,Q,G,N,100.0,N,N,,SNFCA,N
9325,Y,SNGX,"Soligenix, Inc. - Common Stock",Q,S,N,100.0,N,D,,SNGX,N
9326,Y,SNLN,Highland/iBoxx Senior Loan ETF,Q,G,Y,100.0,N,N,,SNLN,N
9327,Y,SNMP,Evolve Transition Infrastructure LP Common Units representing Class B Limited Liability Company Interests,A, ,N,100.0,N,,SNMP,SNMP,N
9328,Y,SNN,"Smith & Nephew SNATS, Inc. Common Stock",N, ,N,100.0,N,,SNN,SNN,N
9329,Y,SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,SNOA,N
9330,Y,SNOW,Snowflake Inc. Class A Common Stock,N, ,N,100.0,N,,SNOW,SNOW,N
9331,Y,SNPD,DBX ETF Trust Xtrackers S&P ESG Dividend Aristocrats ETF,Z, ,Y,100.0,N,,SNPD,SNPD,N
9332,Y,SNPE,Xtrackers S&P 500 ESG ETF,P, ,Y,100.0,N,,SNPE,SNPE,N
9333,Y,SNPG,DBX ETF Trust Xtrackers S&P 500 Growth ESG ETF,Z, ,Y,100.0,N,,SNPG,SNPG,N
9334,Y,SNPO,Snap One Holdings Corp. - Common Stock,Q,Q,N,100.0,N,N,,SNPO,N
9335,Y,SNPS,"Synopsys, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SNPS,N
9336,Y,SNPV,DBX ETF Trust Xtrackers S&P 500 Value ESG ETF,Z, ,Y,100.0,N,,SNPV,SNPV,N
9337,Y,SNPX,"Synaptogenix, Inc. - Common Stock",Q,S,N,100.0,N,D,,SNPX,N
9338,Y,SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,SNSE,N
9339,Y,SNSR,Global X Internet of Things ETF,Q,G,Y,100.0,N,N,,SNSR,N
9340,Y,SNT,Senstar Technologies Ltd. - Ordinary Shares,Q,G,N,100.0,N,N,,SNT,N
9341,Y,SNTG,Sentage Holdings Inc. - Ordinary shares,Q,S,N,100.0,N,N,,SNTG,N
9342,Y,SNTI,"Senti Biosciences, Inc.  - Common Stock",Q,G,N,100.0,N,D,,SNTI,N
9343,Y,SNV,Synovus Financial Corp. Common Stock,N, ,N,100.0,N,,SNV,SNV,N
9346,Y,SNX,TD SYNNEX Corporation Common Stock,N, ,N,100.0,N,,SNX,SNX,N
9347,Y,SNY,Sanofi - American Depositary Shares,Q,Q,N,100.0,N,N,,SNY,N
9348,Y,SO,Southern Company (The) Common Stock,N, ,N,100.0,N,,SO,SO,N
9349,Y,SOBR,"SOBR Safe, Inc. - Common Stock",Q,S,N,100.0,N,N,,SOBR,N
9350,Y,SOCL,Global X Social Media ETF,Q,G,Y,100.0,N,N,,SOCL,N
9351,Y,SOFI,"SoFi Technologies, Inc.  - Common Stock",Q,Q,N,100.0,N,N,,SOFI,N
9352,Y,SOFO,"Sonic Foundry, Inc. - Common Stock",Q,S,N,100.0,N,D,,SOFO,N
9353,Y,SOHO,Sotherly Hotels Inc. - Common Stock,Q,G,N,100.0,N,N,,SOHO,N
9354,Y,SOHOB,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Q,G,N,100.0,N,N,,SOHOB,N
9355,Y,SOHON,Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Q,G,N,100.0,N,N,,SOHON,N
9356,Y,SOHOO,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Q,G,N,100.0,N,N,,SOHOO,N
9357,Y,SOHU,Sohu.com Limited  - American Depositary Shares,Q,Q,N,100.0,N,N,,SOHU,N
9358,Y,SOI,"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",N, ,N,100.0,N,,SOI,SOI,N
9359,Y,SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",N, ,N,100.0,N,,SOJC,SOJC,N
9360,Y,SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",N, ,N,100.0,N,,SOJD,SOJD,N
9361,Y,SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",N, ,N,100.0,N,,SOJE,SOJE,N
9362,Y,SOL,"Emeren Group Ltd American Depositary Shares, each representing 10 shares",N, ,N,100.0,N,,SOL,SOL,N
9363,Y,SOLO,Electrameccanica Vehicles Corp. Ltd. - Common Stock,Q,S,N,100.0,N,D,,SOLO,N
9364,Y,SOLR,SmartETFs Sustainable Energy II ETF,P, ,Y,100.0,N,,SOLR,SOLR,N
9365,Y,SON,Sonoco Products Company Common Stock,N, ,N,100.0,N,,SON,SON,N
9366,Y,SOND,Sonder Holdings Inc. - Class A Common Stock,Q,Q,N,100.0,N,D,,SOND,N
9367,Y,SONDW,Sonder Holdings Inc. - Warrants,Q,Q,N,100.0,N,N,,SONDW,N
9368,Y,SONM,"Sonim Technologies, Inc. - Common Stock",Q,S,N,100.0,N,N,,SONM,N
9369,Y,SONN,"Sonnet BioTherapeutics Holdings, Inc. - Common Stock",Q,S,N,100.0,N,D,,SONN,N
9370,Y,SONO,"Sonos, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SONO,N
9371,Y,SONX,"Sonendo, Inc. Common Stock",N, ,N,100.0,N,,SONX,SONX,N
9372,Y,SONY,Sony Group Corporation American Depositary Shares ,N, ,N,100.0,N,,SONY,SONY,N
9373,Y,SOPA,Society Pass Incorporated - Common Stock,Q,S,N,100.0,N,D,,SOPA,N
9374,Y,SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,Q,N,100.0,N,N,,SOPH,N
9375,Y,SOR,"Source Capital, Inc. Common Stock",N, ,N,100.0,N,,SOR,SOR,N
9376,Y,SOS,SOS Limited American Depositary Shares,N, ,N,100.0,N,,SOS,SOS,N
9377,Y,SOTK,Sono-Tek Corporation - Common Stock,Q,S,N,100.0,N,N,,SOTK,N
9378,Y,SOUN,"SoundHound AI, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,SOUN,N
9379,Y,SOUNW,"SoundHound AI, Inc. - Warrant",Q,G,N,100.0,N,N,,SOUNW,N
9380,Y,SOVO,"Sovos Brands, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SOVO,N
9381,Y,SOXL,Direxion Daily Semiconductor Bull 3x Shares,P, ,Y,100.0,N,,SOXL,SOXL,N
9382,Y,SOXQ,Invesco PHLX Semiconductor ETF,Q,G,Y,100.0,N,N,,SOXQ,N
9383,Y,SOXS,Direxion Daily Semiconductor Bear 3x Shares,P, ,Y,100.0,N,,SOXS,SOXS,N
9384,Y,SOXX,iShares Semiconductor ETF,Q,G,Y,100.0,N,N,,SOXX,N
9385,Y,SOYB,Teucrium Soybean Fund ETV,P, ,Y,100.0,N,,SOYB,SOYB,N
9386,Y,SP,SP Plus Corporation - Common Stock,Q,Q,N,100.0,N,N,,SP,N
9387,Y,SPAB,SPDR Portfolio Aggregate Bond ETF,P, ,Y,100.0,N,,SPAB,SPAB,N
9388,Y,SPAQ,Horizon Kinetics SPAC Active ETF,Q,G,Y,100.0,N,N,,SPAQ,N
9389,Y,SPAX,Robinson Alternative Yield Pre-merger SPAC ETF,P, ,Y,100.0,N,,SPAX,SPAX,N
9390,Y,SPB,"Spectrum Brands Holdings, Inc. Common Stock",N, ,N,100.0,N,,SPB,SPB,N
9391,Y,SPBC,Simplify U.S. Equity PLUS GBTC ETF,Q,G,Y,100.0,N,N,,SPBC,N
9392,Y,SPBO,SPDR Portfolio Corporate Bond ETF,P, ,Y,100.0,N,,SPBO,SPBO,N
9393,Y,SPC,CrossingBridge Pre-Merger SPAC ETF,Q,G,Y,100.0,N,N,,SPC,N
9394,Y,SPCB,"SuperCom, Ltd. - Ordinary Shares",Q,S,N,100.0,N,N,,SPCB,N
9395,Y,SPCE,"Virgin Galactic Holdings, Inc. Common Stock",N, ,N,100.0,N,,SPCE,SPCE,N
9396,Y,SPCX,AXS SPAC and New Issue ETF,Q,G,Y,100.0,N,N,,SPCX,N
9397,Y,SPCZ,Listed Funds Trust RiverNorth Enhanced Pre-Merger SPAC ETF,Z, ,Y,100.0,N,,SPCZ,SPCZ,N
9398,Y,SPD,Simplify Exchange Traded Funds Simplify US Equity PLUS Downside Convexity ETF,P, ,Y,100.0,N,,SPD,SPD,N
9399,Y,SPDN,Direxion Daily S&P 500 Bear 1X Shares,P, ,Y,100.0,N,,SPDN,SPDN,N
9400,Y,SPDV,AAM S&P 500 High Dividend Value ETF,P, ,Y,100.0,N,,SPDV,SPDV,N
9401,Y,SPDW,SPDR Portfolio Developed World ex-US ETF,P, ,Y,100.0,N,,SPDW,SPDW,N
9402,Y,SPE,"Special Opportunities Fund, Inc Common Stock",N, ,N,100.0,N,,SPE,SPE,N
9404,Y,SPEM,SPDR Index Shares Fund SPDR Portfolio Emerging Markets ETF,P, ,Y,100.0,N,,SPEM,SPEM,N
9405,Y,SPEU,SPDR Portfolio Europe ETF,P, ,Y,100.0,N,,SPEU,SPEU,N
9406,Y,SPFF,Global X SuperIncome Preferred ETF,P, ,Y,100.0,N,,SPFF,SPFF,N
9407,Y,SPFI,"South Plains Financial, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPFI,N
9408,Y,SPG,"Simon Property Group, Inc. Common Stock",N, ,N,100.0,N,,SPG,SPG,N
9410,Y,SPGC,"Sacks Parente Golf, Inc. - Common Stock",Q,S,N,100.0,N,N,,SPGC,N
9411,Y,SPGI,S&P Global Inc. Common Stock,N, ,N,100.0,N,,SPGI,SPGI,N
9412,Y,SPGM,SPDR Portfolio MSCI Global Stock Market ETF,P, ,Y,100.0,N,,SPGM,SPGM,N
9413,Y,SPGP,Invesco S&P 500 GARP ETF,P, ,Y,100.0,N,,SPGP,SPGP,N
9414,Y,SPH,"Suburban Propane Partners, L.P. Common Stock",N, ,N,100.0,N,,SPH,SPH,N
9415,Y,SPHB,Invesco S&P 500 High Beta ETF,P, ,Y,100.0,N,,SPHB,SPHB,N
9416,Y,SPHD,Invesco S&P 500 High Dividend Low Volatility ETF,P, ,Y,100.0,N,,SPHD,SPHD,N
9417,Y,SPHQ,Invesco S&P 500 Quality ETF,P, ,Y,100.0,N,,SPHQ,SPHQ,N
9418,Y,SPHR,Sphere Entertainment Co. Class A Common Stock,N, ,N,100.0,N,,SPHR,SPHR,N
9419,Y,SPHY,SPDR Portfolio High Yield Bond ETF,P, ,Y,100.0,N,,SPHY,SPHY,N
9420,Y,SPI,"SPI Energy Co., Ltd. - Ordinary Shares",Q,Q,N,100.0,N,N,,SPI,N
9421,Y,SPIB,SPDR Portfolio Intermediate Term Corporate Bond ETF,P, ,Y,100.0,N,,SPIB,SPIB,N
9422,Y,SPIP,SPDR Portfolio TIPS ETF,P, ,Y,100.0,N,,SPIP,SPIP,N
9423,Y,SPIR,"Spire Global, Inc. Class A Common Stock",N, ,N,100.0,N,,SPIR,SPIR,N
9424,Y,SPKX,ConvexityShares Trust ConvexityShares 1x SPIKES Futures ETF,P, ,Y,100.0,N,,SPKX,SPKX,N
9425,Y,SPKY,ConvexityShares Trust ConvexityShares Daily 1.5x SPIKES Futures ETF,P, ,Y,100.0,N,,SPKY,SPKY,N
9426,Y,SPLB,SPDR Portfolio Long Term Corporate Bond ETF,P, ,Y,100.0,N,,SPLB,SPLB,N
9427,Y,SPLG,SPDR Portfolio S&P 500 ETF,P, ,Y,100.0,N,,SPLG,SPLG,N
9428,Y,SPLK,Splunk Inc. - Common Stock,Q,Q,N,100.0,N,N,,SPLK,N
9429,Y,SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,N, ,N,100.0,N,,SPLP,SPLP,N
9431,Y,SPLV,Invesco S&P 500 Low Volatility ETF,P, ,Y,100.0,N,,SPLV,SPLV,N
9432,Y,SPMB,SPDR Portfolio Mortgage Backed Bond ETF,P, ,Y,100.0,N,,SPMB,SPMB,N
9433,Y,SPMD,SPDR Portfolio S&P 400 Mid Cap ETF  ,P, ,Y,100.0,N,,SPMD,SPMD,N
9434,Y,SPMO,Invesco S&P 500 Momentum ETF,P, ,Y,100.0,N,,SPMO,SPMO,N
9435,Y,SPMV,Invesco S&P 500 Minimum Variance ETF,Z, ,Y,100.0,N,,SPMV,SPMV,N
9436,Y,SPNS,Sapiens International Corporation N.V. - Common Shares,Q,Q,N,100.0,N,N,,SPNS,N
9437,Y,SPNT,SiriusPoint Ltd. Common Shares,N, ,N,100.0,N,,SPNT,SPNT,N
9439,Y,SPOK,"Spok Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPOK,N
9440,Y,SPOT,Spotify Technology S.A. Ordinary Shares,N, ,N,100.0,N,,SPOT,SPOT,N
9441,Y,SPPP,Sprott Physical Platinum and Palladium Trust,P, ,Y,100.0,N,,SPPP,SPPP,N
9442,Y,SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",N, ,N,100.0,N,,SPR,SPR,N
9443,Y,SPRB,"Spruce Biosciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPRB,N
9444,Y,SPRC,SciSparc Ltd. - Ordinary Shares,Q,S,N,100.0,N,D,,SPRC,N
9445,Y,SPRE,SP Funds S&P Global REIT Sharia ETF,P, ,Y,100.0,N,,SPRE,SPRE,N
9446,Y,SPRO,"Spero Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPRO,N
9447,Y,SPRU,Spruce Power Holding Corporation Class A Common Stock,N, ,N,100.0,N,,SPRU,SPRU,N
9448,Y,SPRX,Spear Alpha ETF,Q,G,Y,100.0,N,N,,SPRX,N
